device_id,device_type,room_id,power_consumption,occupancy,temperature,humidity,hour,day_of_week,is_weekend,rolling_avg_power_3h,power_z_score
device_2,Fridge,room_3,104.66,3,14.16,81.1,3,Wednesday,0,104.66,-1.4253174931142285
device_65,Fridge,room_2,100.13,4,10.91,83.57,6,Wednesday,0,130.26999999999998,-1.3521473749931647
device_65,Fridge,room_2,100.13,4,12.18,66.17,6,Wednesday,0,115.2,-1.3521473749931647
device_65,Fridge,room_2,100.13,1,10.91,83.57,6,Wednesday,0,100.13,-1.3521473749931647
device_65,Fridge,room_2,100.13,1,12.18,66.17,6,Wednesday,0,100.13,-1.3521473749931647
device_93,AC,room_2,0.0,4,9.38,58.73,7,Wednesday,0,0.0,-0.49029684996620676
device_76,TV,room_2,0.0,4,9.38,58.73,7,Wednesday,0,0.0,-0.4883013995621119
device_50,Light,room_4,0.0,1,19.29,69.42,9,Wednesday,0,0.0,-0.4267577063628645
device_41,AC,room_4,0.0,1,19.29,69.42,9,Wednesday,0,0.0,-0.4065081906490917
device_85,TV,room_1,0.0,2,11.29,51.15,10,Wednesday,0,0.0,-0.5743179395046071
device_85,TV,room_1,0.0,3,11.29,51.15,10,Wednesday,0,0.0,-0.5743179395046071
device_57,TV,room_4,0.0,1,8.12,41.1,11,Wednesday,0,0.0,-0.4235310301584573
device_84,AC,room_2,0.0,0,17.47,70.33,12,Wednesday,0,0.0,-0.8001284891039806
device_11,Fridge,room_1,142.62,1,11.63,43.69,13,Wednesday,0,142.62,1.2886523514960557
device_11,Fridge,room_1,142.62,1,19.12,57.42,13,Wednesday,0,142.62,1.2886523514960557
device_11,Fridge,room_1,142.62,3,11.63,43.69,13,Wednesday,0,142.62,1.2886523514960557
device_11,Fridge,room_1,142.62,3,19.12,57.42,13,Wednesday,0,142.62,1.2886523514960557
device_98,TV,room_1,0.0,3,19.12,57.42,13,Wednesday,0,0.0,-0.5998933151747239
device_98,TV,room_1,0.0,3,11.63,43.69,13,Wednesday,0,0.0,-0.5998933151747239
device_98,TV,room_1,0.0,1,19.12,57.42,13,Wednesday,0,0.0,-0.5998933151747239
device_98,TV,room_1,0.0,1,11.63,43.69,13,Wednesday,0,0.0,-0.5998933151747239
device_9,AC,room_3,0.0,4,12.19,63.4,14,Wednesday,0,0.0,-0.6810986533855496
device_88,AC,room_3,0.0,4,12.19,63.4,14,Wednesday,0,0.0,-0.4724665148641903
device_32,Light,room_4,0.0,1,9.18,46.05,16,Wednesday,0,0.0,-0.5372939823145966
device_32,Light,room_4,0.0,3,9.18,46.05,16,Wednesday,0,0.0,-0.5372939823145966
device_49,TV,room_2,0.0,5,6.83,74.64,17,Wednesday,0,0.0,-0.5316807040417991
device_33,Fan,room_3,0.0,1,14.04,40.41,17,Wednesday,0,0.0,-0.9011302917784678
device_33,Fan,room_3,0.0,1,17.62,70.22,17,Wednesday,0,0.0,-0.9011302917784678
device_33,Fan,room_3,0.0,3,14.04,40.41,17,Wednesday,0,0.0,-0.9011302917784678
device_37,Fan,room_4,0.0,5,5.57,76.24,18,Wednesday,0,0.0,-1.087054686877467
device_55,AC,room_1,0.0,3,12.21,60.6,19,Wednesday,0,0.0,-0.6490695280687881
device_85,TV,room_1,80.57,3,11.73,48.42,20,Wednesday,0,26.856666666666666,1.0725950205962953
device_37,Fan,room_4,0.0,0,14.78,58.6,21,Wednesday,0,0.0,-1.087054686877467
device_82,Heater,room_1,1350.38,2,17.57,70.03,21,Wednesday,0,1350.38,2.34070665242491
device_85,TV,room_1,89.57,1,6.38,89.12,22,Wednesday,0,56.71333333333333,1.2565619641349342
device_38,Fridge,room_1,120.78,5,5.16,49.89,23,Wednesday,0,120.78,-0.22363095529606747
device_38,Fridge,room_1,120.78,5,5.16,49.89,23,Wednesday,0,120.78,-0.22363095529606747
device_44,Light,room_2,0.0,2,19.49,72.49,1,Thursday,0,0.0,-0.5070099130598996
device_60,Fridge,room_3,107.04,3,9.45,88.19,1,Thursday,0,124.62,-1.6898481818416173
device_93,AC,room_2,0.0,2,19.49,72.49,1,Thursday,0,0.0,-0.49029684996620676
device_48,Heater,room_0,0.0,3,18.91,70.06,3,Thursday,0,0.0,-0.4500339417353268
device_48,Heater,room_0,0.0,3,18.91,70.06,3,Thursday,0,0.0,-0.4500339417353268
device_48,Heater,room_0,0.0,2,18.91,70.06,3,Thursday,0,0.0,-0.4500339417353268
device_9,AC,room_3,0.0,5,10.91,58.91,5,Thursday,0,0.0,-0.6810986533855496
device_9,AC,room_3,0.0,5,19.08,70.78,5,Thursday,0,0.0,-0.6810986533855496
device_60,Fridge,room_3,115.11,5,19.08,70.78,5,Thursday,0,118.52,-1.0271459772875293
device_60,Fridge,room_3,115.11,5,10.91,58.91,5,Thursday,0,112.42,-1.0271459772875293
device_53,Fridge,room_0,102.27,1,6.41,53.39,5,Thursday,0,102.27,-1.7739387479200381
device_54,Heater,room_3,0.0,5,16.22,46.37,7,Thursday,0,832.7599999999999,-0.31679275686207625
device_54,Heater,room_3,0.0,1,16.22,46.37,7,Thursday,0,416.38000000000005,-0.31679275686207625
device_54,Heater,room_3,0.0,5,16.22,46.37,7,Thursday,0,0.0,-0.31679275686207625
device_54,Heater,room_3,0.0,1,16.22,46.37,7,Thursday,0,0.0,-0.31679275686207625
device_48,Heater,room_0,1466.82,5,6.14,70.1,8,Thursday,0,488.94,2.018375599428296
device_48,Heater,room_0,1466.82,5,18.39,73.98,8,Thursday,0,977.88,2.018375599428296
device_88,AC,room_3,0.0,0,15.13,61.78,8,Thursday,0,0.0,-0.4724665148641903
device_16,TV,room_1,0.0,0,10.14,75.75,9,Thursday,0,0.0,-0.3516010904224833
device_16,TV,room_1,0.0,0,17.44,66.65,9,Thursday,0,0.0,-0.3516010904224833
device_59,Fridge,room_0,110.61,5,12.45,89.49,9,Thursday,0,110.61,-1.089953849786285
device_59,Fridge,room_0,110.61,1,12.45,89.49,9,Thursday,0,110.61,-1.089953849786285
device_82,Heater,room_1,1212.81,5,16.73,89.96,10,Thursday,0,1281.595,2.064732359750248
device_17,Fan,room_4,0.0,2,6.32,83.47,10,Thursday,0,0.0,-0.8230658475657138
device_27,Fridge,room_0,140.65,2,11.02,41.15,11,Thursday,0,140.65,1.1557239656921203
device_77,AC,room_0,0.0,2,11.02,41.15,11,Thursday,0,0.0,-0.4956339877842768
device_31,Fridge,room_4,100.79,3,5.25,56.02,13,Thursday,0,110.62333333333333,-1.4821347897940291
device_31,Fridge,room_4,100.79,3,16.74,53.57,13,Thursday,0,105.70666666666666,-1.4821347897940291
device_47,TV,room_3,0.0,0,13.4,52.15,14,Thursday,0,0.0,-0.3864270050224154
device_29,Light,room_3,0.0,0,13.4,52.15,14,Thursday,0,0.0,-0.5620406633620947
device_85,TV,room_1,0.0,3,18.32,55.08,15,Thursday,0,56.71333333333333,-0.5743179395046071
device_85,TV,room_1,0.0,3,5.38,56.54,15,Thursday,0,29.856666666666666,-0.5743179395046071
device_82,Heater,room_1,1627.29,3,14.06,65.92,17,Thursday,0,1396.8266666666666,2.8962059719316375
device_82,Heater,room_1,1627.29,2,14.06,65.92,17,Thursday,0,1489.1299999999999,2.8962059719316375
device_56,Fan,room_3,0.0,0,16.31,57.07,18,Thursday,0,0.0,-0.9382514551195147
device_30,Light,room_4,79.65,1,17.86,74.02,18,Thursday,0,79.65,2.213426375933283
device_55,AC,room_1,0.0,1,15.04,73.95,19,Thursday,0,0.0,-0.6490695280687881
device_55,AC,room_1,0.0,1,15.04,73.95,19,Thursday,0,0.0,-0.6490695280687881
device_33,Fan,room_3,0.0,4,6.49,66.71,19,Thursday,0,0.0,-0.9011302917784678
device_33,Fan,room_3,0.0,4,10.35,62.6,19,Thursday,0,0.0,-0.9011302917784678
device_33,Fan,room_3,0.0,4,5.05,50.46,19,Thursday,0,0.0,-0.9011302917784678
device_20,TV,room_3,113.2,4,10.35,62.6,19,Thursday,0,113.2,1.7312444869554318
device_20,TV,room_3,113.2,4,6.49,66.71,19,Thursday,0,113.2,1.7312444869554318
device_48,Heater,room_0,0.0,3,18.3,89.04,20,Thursday,0,977.88,-0.4500339417353268
device_48,Heater,room_0,0.0,3,8.78,79.66,20,Thursday,0,488.94,-0.4500339417353268
device_48,Heater,room_0,0.0,3,16.92,67.61,20,Thursday,0,0.0,-0.4500339417353268
device_72,Fan,room_4,0.0,2,8.77,89.78,21,Thursday,0,0.0,-1.0197739614498915
device_72,Fan,room_4,0.0,4,7.52,47.45,21,Thursday,0,0.0,-1.0197739614498915
device_72,Fan,room_4,0.0,4,8.77,89.78,21,Thursday,0,0.0,-1.0197739614498915
device_72,Fan,room_4,0.0,4,5.31,59.95,21,Thursday,0,0.0,-1.0197739614498915
device_72,Fan,room_4,0.0,2,7.52,47.45,21,Thursday,0,0.0,-1.0197739614498915
device_72,Fan,room_4,0.0,2,5.31,59.95,21,Thursday,0,0.0,-1.0197739614498915
device_98,TV,room_1,0.0,0,11.64,61.02,23,Thursday,0,0.0,-0.5998933151747239
device_98,TV,room_1,0.0,4,19.24,67.49,1,Friday,0,0.0,-0.5998933151747239
device_98,TV,room_1,0.0,2,19.24,67.49,1,Friday,0,0.0,-0.5998933151747239
device_24,AC,room_0,0.0,5,11.45,87.97,2,Friday,0,0.0,-0.5789525266955818
device_24,AC,room_0,0.0,5,10.97,47.01,2,Friday,0,0.0,-0.5789525266955818
device_7,Light,room_2,0.0,5,13.09,58.52,4,Friday,0,0.0,-0.6201756573001611
device_7,Light,room_2,0.0,5,11.97,83.49,4,Friday,0,0.0,-0.6201756573001611
device_57,TV,room_4,0.0,4,16.26,86.07,5,Friday,0,0.0,-0.4235310301584573
device_57,TV,room_4,0.0,4,19.66,81.67,5,Friday,0,0.0,-0.4235310301584573
device_87,TV,room_1,0.0,1,8.26,42.15,6,Friday,0,0.0,-0.4434670289584635
device_77,AC,room_0,0.0,0,5.35,59.63,7,Friday,0,0.0,-0.4956339877842768
device_77,AC,room_0,0.0,4,5.35,59.63,7,Friday,0,0.0,-0.4956339877842768
device_77,AC,room_0,0.0,2,5.35,59.63,7,Friday,0,0.0,-0.4956339877842768
device_27,Fridge,room_0,110.56,0,5.35,59.63,7,Friday,0,125.605,-0.7498663699185886
device_27,Fridge,room_0,110.56,4,5.35,59.63,7,Friday,0,120.58999999999999,-0.7498663699185886
device_27,Fridge,room_0,110.56,2,5.35,59.63,7,Friday,0,110.56,-0.7498663699185886
device_18,Light,room_0,0.0,0,5.35,59.63,7,Friday,0,0.0,-0.41027774522138133
device_18,Light,room_0,0.0,4,5.35,59.63,7,Friday,0,0.0,-0.41027774522138133
device_18,Light,room_0,0.0,2,5.35,59.63,7,Friday,0,0.0,-0.41027774522138133
device_38,Fridge,room_1,100.39,4,5.39,63.15,7,Friday,0,113.98333333333333,-1.5881647163045367
device_38,Fridge,room_1,100.39,4,5.37,70.59,7,Friday,0,107.18666666666667,-1.5881647163045367
device_96,AC,room_3,0.0,5,8.16,46.98,8,Friday,0,0.0,-0.5465236209377297
device_96,AC,room_3,0.0,5,8.16,46.98,8,Friday,0,0.0,-0.5465236209377297
device_17,Fan,room_4,0.0,4,11.51,54.53,8,Friday,0,0.0,-0.8230658475657138
device_91,Fan,room_0,0.0,2,12.07,80.93,8,Friday,0,0.0,-1.084752548135362
device_72,Fan,room_4,0.0,4,11.51,54.53,8,Friday,0,0.0,-1.0197739614498915
device_52,Heater,room_4,0.0,1,18.34,65.78,10,Friday,0,0.0,-0.22755960629619149
device_52,Heater,room_4,0.0,1,19.0,82.15,10,Friday,0,0.0,-0.22755960629619149
device_52,Heater,room_4,0.0,2,19.0,82.15,10,Friday,0,0.0,-0.22755960629619149
device_52,Heater,room_4,0.0,2,18.34,65.78,10,Friday,0,0.0,-0.22755960629619149
device_42,Light,room_0,0.0,3,9.54,75.1,10,Friday,0,0.0,-0.5487216224513556
device_42,Light,room_0,0.0,3,6.61,78.59,10,Friday,0,0.0,-0.5487216224513556
device_80,AC,room_0,0.0,3,9.54,75.1,10,Friday,0,0.0,-0.5535739511270962
device_89,Light,room_3,0.0,0,6.9,45.0,11,Friday,0,0.0,-0.628045679850853
device_68,AC,room_3,0.0,4,19.88,81.57,13,Friday,0,0.0,-0.6561450258796392
device_100,AC,room_2,0.0,1,11.42,68.46,13,Friday,0,0.0,-0.6674818573087704
device_83,AC,room_2,0.0,1,12.09,51.76,13,Friday,0,0.0,-0.5830749937673113
device_83,AC,room_2,0.0,1,11.42,68.46,13,Friday,0,0.0,-0.5830749937673113
device_99,TV,room_2,0.0,0,6.33,71.32,15,Friday,0,0.0,-0.49824970588431766
device_73,Fridge,room_2,149.33,0,6.33,71.32,15,Friday,0,149.33,1.3303759330642424
device_48,Heater,room_0,0.0,0,10.9,86.2,17,Friday,0,0.0,-0.4500339417353268
device_48,Heater,room_0,0.0,0,15.53,58.07,17,Friday,0,0.0,-0.4500339417353268
device_48,Heater,room_0,0.0,3,10.9,86.2,17,Friday,0,0.0,-0.4500339417353268
device_48,Heater,room_0,0.0,3,15.53,58.07,17,Friday,0,0.0,-0.4500339417353268
device_60,Fridge,room_3,147.71,4,5.8,81.42,18,Friday,0,125.97666666666667,1.649940995260586
device_74,AC,room_0,0.0,2,15.39,86.64,19,Friday,0,0.0,-0.6021968984318531
device_74,AC,room_0,0.0,5,15.39,86.64,19,Friday,0,0.0,-0.6021968984318531
device_74,AC,room_0,0.0,4,15.39,86.64,19,Friday,0,0.0,-0.6021968984318531
device_42,Light,room_0,60.08,5,15.39,86.64,19,Friday,0,20.026666666666667,1.5908529371672884
device_42,Light,room_0,60.08,2,15.39,86.64,19,Friday,0,40.053333333333335,1.5908529371672884
device_42,Light,room_0,60.08,4,15.39,86.64,19,Friday,0,60.08,1.5908529371672884
device_83,AC,room_2,0.0,4,12.31,54.74,20,Friday,0,0.0,-0.5830749937673113
device_68,AC,room_3,0.0,2,14.23,85.96,20,Friday,0,0.0,-0.6561450258796392
device_100,AC,room_2,0.0,3,6.96,72.01,21,Friday,0,0.0,-0.6674818573087704
device_72,Fan,room_4,0.0,1,17.73,45.21,22,Friday,0,0.0,-1.0197739614498915
device_72,Fan,room_4,0.0,1,15.64,42.03,22,Friday,0,0.0,-1.0197739614498915
device_37,Fan,room_4,0.0,1,15.64,42.03,22,Friday,0,0.0,-1.087054686877467
device_37,Fan,room_4,0.0,1,17.73,45.21,22,Friday,0,0.0,-1.087054686877467
device_85,TV,room_1,122.19,2,11.57,85.29,22,Friday,0,40.73,1.9233399306049783
device_85,TV,room_1,122.19,5,11.57,85.29,22,Friday,0,81.46,1.9233399306049783
device_51,Light,room_2,0.0,4,11.01,70.54,0,Saturday,1,0.0,-0.6056351596321159
device_51,Light,room_2,0.0,4,19.1,45.74,0,Saturday,1,0.0,-0.6056351596321159
device_51,Light,room_2,0.0,4,15.73,82.49,0,Saturday,1,0.0,-0.6056351596321159
device_83,AC,room_2,0.0,4,8.92,89.37,0,Saturday,1,0.0,-0.5830749937673113
device_83,AC,room_2,0.0,4,15.73,82.49,0,Saturday,1,0.0,-0.5830749937673113
device_83,AC,room_2,0.0,4,11.01,70.54,0,Saturday,1,0.0,-0.5830749937673113
device_83,AC,room_2,0.0,4,19.1,45.74,0,Saturday,1,0.0,-0.5830749937673113
device_13,Heater,room_2,0.0,5,10.43,54.35,3,Saturday,1,0.0,-0.40862288185268436
device_70,Light,room_2,0.0,5,10.43,54.35,3,Saturday,1,0.0,-0.44578947767991917
device_80,AC,room_0,0.0,3,17.11,44.94,4,Saturday,1,0.0,-0.5535739511270962
device_80,AC,room_0,0.0,3,17.11,44.94,4,Saturday,1,0.0,-0.5535739511270962
device_24,AC,room_0,0.0,0,5.49,44.99,5,Saturday,1,0.0,-0.5789525266955818
device_99,TV,room_2,0.0,5,12.8,54.09,5,Saturday,1,0.0,-0.49824970588431766
device_99,TV,room_2,0.0,5,12.8,54.09,5,Saturday,1,0.0,-0.49824970588431766
device_57,TV,room_4,0.0,3,5.07,69.53,6,Saturday,1,0.0,-0.4235310301584573
device_57,TV,room_4,0.0,4,5.07,69.53,6,Saturday,1,0.0,-0.4235310301584573
device_97,AC,room_3,0.0,5,19.69,74.87,6,Saturday,1,0.0,-0.5706444563805747
device_97,AC,room_3,0.0,5,14.71,89.78,6,Saturday,1,0.0,-0.5706444563805747
device_74,AC,room_0,0.0,2,16.9,88.54,7,Saturday,1,0.0,-0.6021968984318531
device_74,AC,room_0,0.0,2,18.68,40.1,7,Saturday,1,0.0,-0.6021968984318531
device_60,Fridge,room_3,138.91,1,8.92,44.84,8,Saturday,1,133.91,0.9272917511371676
device_60,Fridge,room_3,138.91,1,9.89,77.44,8,Saturday,1,141.84333333333333,0.9272917511371676
device_60,Fridge,room_3,138.91,1,8.92,44.84,8,Saturday,1,138.91,0.9272917511371676
device_60,Fridge,room_3,138.91,1,9.89,77.44,8,Saturday,1,138.91,0.9272917511371676
device_65,Fridge,room_2,148.31,2,9.83,81.07,8,Saturday,1,116.19,1.938870612452214
device_37,Fan,room_4,0.0,0,19.88,42.98,12,Saturday,1,0.0,-1.087054686877467
device_37,Fan,room_4,0.0,1,19.88,42.98,12,Saturday,1,0.0,-1.087054686877467
device_61,AC,room_4,0.0,5,11.13,56.61,13,Saturday,1,0.0,-0.51075247290831
device_61,AC,room_4,0.0,5,11.13,56.61,13,Saturday,1,0.0,-0.51075247290831
device_61,AC,room_4,0.0,5,9.62,81.08,13,Saturday,1,0.0,-0.51075247290831
device_1,Light,room_1,0.0,5,11.82,46.7,13,Saturday,1,0.0,-0.3884908713157603
device_20,TV,room_3,0.0,5,14.67,53.47,14,Saturday,1,75.46666666666667,-0.5743093997653975
device_20,TV,room_3,0.0,2,14.67,53.47,14,Saturday,1,37.733333333333334,-0.5743093997653975
device_66,TV,room_2,0.0,2,5.97,63.4,16,Saturday,1,0.0,-0.49038919935756314
device_70,Light,room_2,89.3,2,16.75,55.04,18,Saturday,1,44.65,2.8747198499580047
device_70,Light,room_2,89.3,2,13.8,42.15,18,Saturday,1,59.53333333333333,2.8747198499580047
device_31,Fridge,room_4,131.41,3,19.55,57.33,19,Saturday,1,110.99666666666667,0.4672061437754675
device_31,Fridge,room_4,131.41,4,19.55,57.33,19,Saturday,1,121.20333333333333,0.4672061437754675
device_59,Fridge,room_0,110.08,1,6.92,50.55,21,Saturday,1,110.43333333333334,-1.1265961827899946
device_59,Fridge,room_0,110.08,1,6.56,74.73,21,Saturday,1,110.25666666666666,-1.1265961827899946
device_59,Fridge,room_0,110.08,4,6.92,50.55,21,Saturday,1,110.08,-1.1265961827899946
device_59,Fridge,room_0,110.08,4,6.56,74.73,21,Saturday,1,110.08,-1.1265961827899946
device_59,Fridge,room_0,110.08,2,6.56,74.73,21,Saturday,1,110.08,-1.1265961827899946
device_59,Fridge,room_0,110.08,2,6.92,50.55,21,Saturday,1,110.08,-1.1265961827899946
device_97,AC,room_3,0.0,5,15.18,40.23,22,Saturday,1,0.0,-0.5706444563805747
device_56,Fan,room_3,0.0,0,6.98,66.83,23,Saturday,1,0.0,-0.9382514551195147
device_56,Fan,room_3,0.0,0,18.46,81.88,23,Saturday,1,0.0,-0.9382514551195147
device_56,Fan,room_3,0.0,0,12.27,62.9,23,Saturday,1,0.0,-0.9382514551195147
device_96,AC,room_3,0.0,0,6.98,66.83,23,Saturday,1,0.0,-0.5465236209377297
device_96,AC,room_3,0.0,0,12.27,62.9,23,Saturday,1,0.0,-0.5465236209377297
device_96,AC,room_3,0.0,0,18.46,81.88,23,Saturday,1,0.0,-0.5465236209377297
device_50,Light,room_4,0.0,3,6.42,79.22,0,Sunday,1,0.0,-0.4267577063628645
device_50,Light,room_4,0.0,3,5.22,53.21,0,Sunday,1,0.0,-0.4267577063628645
device_50,Light,room_4,0.0,1,6.42,79.22,0,Sunday,1,0.0,-0.4267577063628645
device_50,Light,room_4,0.0,1,5.22,53.21,0,Sunday,1,0.0,-0.4267577063628645
device_56,Fan,room_3,0.0,0,8.74,89.2,1,Sunday,1,0.0,-0.9382514551195147
device_45,Light,room_4,0.0,1,9.86,59.21,2,Sunday,1,0.0,-0.44729234917782
device_45,Light,room_4,0.0,2,9.86,59.21,2,Sunday,1,0.0,-0.44729234917782
device_8,AC,room_2,0.0,3,19.79,65.05,3,Sunday,1,0.0,-0.6563890906386849
device_8,AC,room_2,0.0,2,19.79,65.05,3,Sunday,1,0.0,-0.6563890906386849
device_66,TV,room_2,0.0,0,17.73,51.93,4,Sunday,1,0.0,-0.49038919935756314
device_83,AC,room_2,0.0,4,15.0,59.28,5,Sunday,1,0.0,-0.5830749937673113
device_87,TV,room_1,0.0,5,8.69,86.55,6,Sunday,1,0.0,-0.4434670289584635
device_98,TV,room_1,0.0,5,8.69,86.55,6,Sunday,1,0.0,-0.5998933151747239
device_18,Light,room_0,0.0,1,15.71,58.87,7,Sunday,1,0.0,-0.41027774522138133
device_70,Light,room_2,0.0,0,5.93,85.33,11,Sunday,1,59.53333333333333,-0.44578947767991917
device_70,Light,room_2,0.0,1,5.93,85.33,11,Sunday,1,29.766666666666666,-0.44578947767991917
device_70,Light,room_2,0.0,0,18.9,71.06,11,Sunday,1,0.0,-0.44578947767991917
device_70,Light,room_2,0.0,1,18.9,71.06,11,Sunday,1,0.0,-0.44578947767991917
