timestamp,temperature,humidity,weather_condition
2024-01-04 16:15:00,7.67,85.75,Windy
2024-01-04 16:30:00,12.45,63.98,Cloudy
2024-01-04 16:45:00,14.94,87.27,Windy
2024-01-04 17:00:00,8.42,54.24,Cloudy
2024-01-04 17:15:00,13.97,54.68,Sunny
2024-01-04 17:30:00,7.54,80.06,Sunny
2024-01-04 17:45:00,18.85,86.95,Cloudy
2024-01-04 18:00:00,7.54,44.04,Humid
2024-01-04 18:15:00,10.74,80.95,Rainy
2024-01-04 18:30:00,17.17,70.69,Windy
2024-01-04 18:45:00,5.33,69.48,Humid
2024-01-04 19:00:00,6.53,86.26,Humid
2024-01-04 19:15:00,13.05,51.56,Cloudy
2024-01-04 19:30:00,13.64,62.64,Humid
2024-01-04 19:45:00,7.91,84.24,Rainy
2024-01-04 20:00:00,18.34,42.17,Humid
2024-01-04 20:15:00,10.35,41.54,Cloudy
2024-01-04 20:30:00,8.69,48.36,Cloudy
2024-01-04 20:45:00,9.47,62.27,Rainy
2024-01-04 21:00:00,6.91,48.16,Cloudy
2024-01-04 21:15:00,5.35,65.43,Sunny
2024-01-04 21:30:00,14.61,84.89,Windy
2024-01-04 21:45:00,15.33,89.81,Rainy
2024-01-04 22:00:00,10.46,61.77,Cloudy
2024-01-04 22:15:00,19.1,54.95,Cloudy
2024-01-04 22:30:00,13.25,50.81,Cloudy
2024-01-04 22:45:00,16.93,79.82,Windy
2024-01-04 23:00:00,11.27,57.63,Sunny
2024-01-04 23:15:00,5.27,69.38,Sunny
2024-01-04 23:30:00,5.47,40.53,Rainy
2024-01-04 23:45:00,19.17,86.05,Humid
2024-01-05 00:00:00,13.21,65.2,Cloudy
2024-01-05 00:15:00,6.25,44.83,Cloudy
2024-01-05 00:30:00,16.46,79.19,Windy
2024-01-05 00:45:00,11.42,46.98,Cloudy
2024-01-05 01:00:00,12.05,56.76,Windy
2024-01-05 01:15:00,11.85,76.68,Humid
2024-01-05 01:30:00,9.97,48.42,Rainy
2024-01-05 01:45:00,11.77,71.18,Sunny
2024-01-05 02:00:00,8.67,53.86,Rainy
2024-01-05 02:15:00,14.39,76.26,Windy
2024-01-05 02:30:00,13.31,51.5,Windy
2024-01-05 02:45:00,10.61,89.34,Humid
2024-01-05 03:00:00,19.19,60.08,Sunny
2024-01-05 03:15:00,18.62,85.69,Cloudy
2024-01-05 03:30:00,18.59,85.95,Rainy
2024-01-05 03:45:00,5.34,71.03,Rainy
2024-01-05 04:00:00,18.94,44.66,Rainy
2024-01-05 04:15:00,17.86,73.92,Humid
2024-01-05 04:30:00,17.91,70.45,Rainy
2024-01-05 04:45:00,10.44,59.94,Sunny
2024-01-05 05:00:00,8.32,67.92,Sunny
2024-01-05 05:15:00,18.83,40.35,Rainy
2024-01-05 05:30:00,11.59,42.44,Cloudy
2024-01-05 05:45:00,19.17,57.16,Sunny
2024-01-05 06:00:00,7.23,61.18,Humid
2024-01-05 06:15:00,15.42,64.95,Sunny
2024-01-05 06:30:00,8.16,57.29,Windy
2024-01-05 06:45:00,15.41,76.77,Humid
2024-01-05 07:00:00,17.55,84.67,Cloudy
2024-01-05 07:15:00,16.11,71.04,Sunny
2024-01-05 07:30:00,8.13,81.58,Cloudy
2024-01-05 07:45:00,12.42,73.68,Rainy
2024-01-05 08:00:00,18.82,69.45,Windy
2024-01-05 08:15:00,9.93,77.35,Cloudy
2024-01-05 08:30:00,14.47,57.67,Sunny
2024-01-05 08:45:00,9.06,68.69,Humid
2024-01-05 09:00:00,8.1,76.37,Sunny
2024-01-05 09:15:00,8.54,75.38,Rainy
2024-01-05 09:30:00,14.81,84.17,Rainy
2024-01-05 09:45:00,17.81,75.61,Windy
2024-01-05 10:00:00,13.96,45.83,Cloudy
2024-01-05 10:15:00,9.71,56.56,Cloudy
2024-01-05 10:30:00,18.82,48.73,Cloudy
2024-01-05 10:45:00,8.97,72.13,Windy
2024-01-05 11:00:00,13.95,64.15,Sunny
2024-01-05 11:15:00,13.58,87.17,Humid
2024-01-05 11:30:00,18.74,86.46,Cloudy
2024-01-05 11:45:00,19.76,74.22,Humid
2024-01-05 12:00:00,7.24,43.06,Humid
2024-01-05 12:15:00,18.4,76.34,Sunny
2024-01-05 12:30:00,12.69,73.75,Humid
2024-01-05 12:45:00,18.6,46.28,Humid
2024-01-05 13:00:00,10.96,45.56,Windy
2024-01-05 13:15:00,7.03,58.93,Humid
2024-01-05 13:30:00,13.2,81.07,Rainy
2024-01-05 13:45:00,6.16,49.21,Windy
2024-01-05 14:00:00,8.32,61.99,Cloudy
2024-01-05 14:15:00,12.95,50.11,Rainy
2024-01-05 14:30:00,10.66,63.2,Cloudy
2024-01-05 14:45:00,15.69,58.14,Humid
2024-01-05 15:00:00,6.96,61.23,Rainy
2024-01-05 15:15:00,16.71,83.34,Rainy
2024-01-05 15:30:00,8.01,65.98,Humid
2024-01-05 15:45:00,11.52,87.32,Windy
2024-01-05 16:00:00,14.81,50.82,Sunny
2024-01-05 16:15:00,14.77,75.94,Windy
2024-01-05 16:30:00,8.73,71.29,Rainy
2024-01-05 16:45:00,5.53,40.39,Humid
2024-01-05 17:00:00,16.16,51.4,Cloudy
2024-01-05 17:15:00,19.85,53.43,Humid
2024-01-05 17:30:00,10.66,87.02,Humid
2024-01-05 17:45:00,18.62,66.77,Rainy
2024-01-05 18:00:00,16.35,66.08,Rainy
2024-01-05 18:15:00,7.54,43.41,Humid
2024-01-05 18:30:00,5.77,61.61,Humid
2024-01-05 18:45:00,7.27,44.85,Humid
2024-01-05 19:00:00,11.51,47.09,Sunny
2024-01-05 19:15:00,18.79,86.24,Cloudy
2024-01-05 19:30:00,18.56,84.87,Cloudy
2024-01-05 19:45:00,19.24,70.11,Humid
2024-01-05 20:00:00,6.02,65.53,Sunny
2024-01-05 20:15:00,16.55,74.93,Sunny
2024-01-05 20:30:00,7.8,55.46,Windy
2024-01-05 20:45:00,9.03,51.76,Humid
2024-01-05 21:00:00,17.8,67.6,Rainy
2024-01-05 21:15:00,13.4,53.65,Humid
2024-01-05 21:30:00,19.31,42.23,Sunny
2024-01-05 21:45:00,17.49,63.58,Cloudy
2024-01-05 22:00:00,17.86,89.27,Windy
2024-01-05 22:15:00,13.41,62.81,Cloudy
2024-01-05 22:30:00,5.81,41.57,Humid
2024-01-05 22:45:00,9.15,52.32,Sunny
2024-01-05 23:00:00,13.56,52.51,Cloudy
2024-01-05 23:15:00,9.53,55.12,Humid
2024-01-05 23:30:00,7.43,60.53,Sunny
2024-01-05 23:45:00,6.99,45.52,Sunny
2024-01-06 00:00:00,5.75,79.91,Humid
2024-01-06 00:15:00,14.13,77.73,Sunny
2024-01-06 00:30:00,18.47,78.33,Windy
2024-01-06 00:45:00,10.48,59.85,Windy
2024-01-06 01:00:00,11.25,88.44,Humid
2024-01-06 01:15:00,5.76,49.27,Humid
2024-01-06 01:30:00,19.68,64.98,Windy
2024-01-06 01:45:00,9.05,48.56,Cloudy
2024-01-06 02:00:00,13.43,65.88,Sunny
2024-01-06 02:15:00,9.5,65.97,Humid
2024-01-06 02:30:00,14.28,73.52,Windy
2024-01-06 02:45:00,16.95,53.32,Windy
2024-01-06 03:00:00,11.96,45.38,Rainy
2024-01-06 03:15:00,12.99,80.84,Rainy
2024-01-06 03:30:00,19.45,58.05,Sunny
2024-01-06 03:45:00,15.3,75.65,Humid
2024-01-06 04:00:00,6.03,87.78,Cloudy
2024-01-06 04:15:00,5.09,72.1,Rainy
2024-01-06 04:30:00,19.1,77.17,Sunny
2024-01-06 04:45:00,18.51,67.5,Rainy
2024-01-06 05:00:00,10.8,50.61,Rainy
2024-01-06 05:15:00,14.25,55.79,Sunny
2024-01-06 05:30:00,18.81,64.91,Cloudy
2024-01-06 05:45:00,19.24,87.11,Rainy
2024-01-06 06:00:00,8.84,40.57,Humid
2024-01-06 06:15:00,10.13,41.74,Windy
2024-01-06 06:30:00,10.23,56.48,Cloudy
2024-01-06 06:45:00,14.06,55.94,Rainy
2024-01-06 07:00:00,9.03,86.07,Windy
2024-01-06 07:15:00,8.99,80.28,Sunny
2024-01-06 07:30:00,9.92,69.94,Humid
2024-01-06 07:45:00,11.4,51.71,Rainy
2024-01-06 08:00:00,18.32,45.27,Windy
2024-01-06 08:15:00,5.5,71.63,Cloudy
2024-01-06 08:30:00,17.47,49.51,Cloudy
2024-01-06 08:45:00,18.24,88.56,Windy
2024-01-06 09:00:00,5.4,67.61,Windy
2024-01-06 09:15:00,17.75,72.37,Windy
2024-01-06 09:30:00,17.44,83.59,Sunny
2024-01-06 09:45:00,19.15,71.36,Humid
2024-01-06 10:00:00,12.81,44.52,Cloudy
2024-01-06 10:15:00,6.24,51.8,Windy
2024-01-06 10:30:00,11.42,52.24,Cloudy
2024-01-06 10:45:00,19.25,86.96,Humid
2024-01-06 11:00:00,17.43,89.79,Rainy
2024-01-06 11:15:00,15.73,56.33,Humid
2024-01-06 11:30:00,10.79,46.98,Humid
2024-01-06 11:45:00,11.79,41.65,Sunny
2024-01-06 12:00:00,19.0,59.22,Cloudy
2024-01-06 12:15:00,16.18,47.58,Sunny
2024-01-06 12:30:00,9.17,77.05,Windy
2024-01-06 12:45:00,18.71,79.65,Windy
2024-01-06 13:00:00,16.89,73.68,Windy
2024-01-06 13:15:00,5.6,80.6,Rainy
2024-01-06 13:30:00,12.47,60.05,Humid
2024-01-06 13:45:00,18.1,72.94,Sunny
2024-01-06 14:00:00,18.24,58.54,Cloudy
2024-01-06 14:15:00,19.82,58.98,Cloudy
2024-01-06 14:30:00,15.89,53.74,Sunny
2024-01-06 14:45:00,8.2,50.5,Cloudy
