timestamp,device_id,power_consumption,device_status
2024-01-02 15:00:00,device_63,1756.67,1
2024-01-02 15:15:00,device_15,1077.63,0
2024-01-02 15:30:00,device_25,1593.38,1
2024-01-02 15:45:00,device_80,1550.76,1
2024-01-02 16:00:00,device_25,59.97,0
2024-01-02 16:15:00,device_34,70.44,0
2024-01-02 16:30:00,device_21,91.58,0
2024-01-02 16:45:00,device_34,405.38,0
2024-01-02 17:00:00,device_24,1791.79,1
2024-01-02 17:15:00,device_41,1930.96,0
2024-01-02 17:30:00,device_49,1112.41,1
2024-01-02 17:45:00,device_34,1294.89,0
2024-01-02 18:00:00,device_38,1273.05,0
2024-01-02 18:15:00,device_73,450.5,0
2024-01-02 18:30:00,device_49,1482.68,0
2024-01-02 18:45:00,device_33,1616.59,1
2024-01-02 19:00:00,device_13,1182.91,1
2024-01-02 19:15:00,device_20,1347.32,1
2024-01-02 19:30:00,device_13,1868.97,1
2024-01-02 19:45:00,device_100,1362.12,0
2024-01-02 20:00:00,device_72,1830.29,0
2024-01-02 20:15:00,device_84,1118.15,1
2024-01-02 20:30:00,device_81,748.58,1
2024-01-02 20:45:00,device_55,1775.68,1
2024-01-02 21:00:00,device_62,1455.13,1
2024-01-02 21:15:00,device_9,1923.45,0
2024-01-02 21:30:00,device_52,725.52,1
2024-01-02 21:45:00,device_94,1821.49,1
2024-01-02 22:00:00,device_59,460.55,1
2024-01-02 22:15:00,device_3,1446.5,1
2024-01-02 22:30:00,device_51,1417.11,0
2024-01-02 22:45:00,device_85,1438.82,1
2024-01-02 23:00:00,device_66,512.17,1
2024-01-02 23:15:00,device_93,532.17,1
2024-01-02 23:30:00,device_6,1213.99,1
2024-01-02 23:45:00,device_73,1049.21,0
2024-01-03 00:00:00,device_16,1688.32,0
2024-01-03 00:15:00,device_14,275.7,0
2024-01-03 00:30:00,device_18,176.59,0
2024-01-03 00:45:00,device_47,87.32,1
2024-01-03 01:00:00,device_14,361.06,0
2024-01-03 01:15:00,device_4,881.07,1
2024-01-03 01:30:00,device_99,64.33,0
2024-01-03 01:45:00,device_9,1804.6,0
2024-01-03 02:00:00,device_5,77.11,0
2024-01-03 02:15:00,device_66,963.38,1
2024-01-03 02:30:00,device_42,466.64,0
2024-01-03 02:45:00,device_64,1888.84,0
2024-01-03 03:00:00,device_38,316.24,1
2024-01-03 03:15:00,device_14,1712.17,0
2024-01-03 03:30:00,device_45,210.75,1
2024-01-03 03:45:00,device_68,1341.34,0
2024-01-03 04:00:00,device_88,579.97,1
2024-01-03 04:15:00,device_11,1371.67,1
2024-01-03 04:30:00,device_66,368.16,0
2024-01-03 04:45:00,device_33,43.89,1
2024-01-03 05:00:00,device_75,1420.01,1
2024-01-03 05:15:00,device_75,1121.27,1
2024-01-03 05:30:00,device_82,1238.56,1
2024-01-03 05:45:00,device_31,975.21,0
2024-01-03 06:00:00,device_43,464.42,1
2024-01-03 06:15:00,device_38,1477.34,1
2024-01-03 06:30:00,device_61,637.76,1
2024-01-03 06:45:00,device_49,1870.35,1
2024-01-03 07:00:00,device_88,76.41,1
2024-01-03 07:15:00,device_12,884.34,1
2024-01-03 07:30:00,device_51,1951.74,1
2024-01-03 07:45:00,device_80,272.54,1
2024-01-03 08:00:00,device_34,1959.68,1
2024-01-03 08:15:00,device_41,1268.01,0
2024-01-03 08:30:00,device_12,969.83,1
2024-01-03 08:45:00,device_24,1855.76,1
2024-01-03 09:00:00,device_88,1722.0,1
2024-01-03 09:15:00,device_11,890.86,0
2024-01-03 09:30:00,device_60,1393.7,1
2024-01-03 09:45:00,device_42,1441.57,1
2024-01-03 10:00:00,device_60,1783.49,0
2024-01-03 10:15:00,device_10,1004.01,0
2024-01-03 10:30:00,device_88,936.23,0
2024-01-03 10:45:00,device_45,1936.19,0
2024-01-03 11:00:00,device_61,812.09,0
2024-01-03 11:15:00,device_67,1517.02,0
2024-01-03 11:30:00,device_51,839.41,1
2024-01-03 11:45:00,device_99,97.89,1
2024-01-03 12:00:00,device_81,1961.22,0
2024-01-03 12:15:00,device_15,1385.62,0
2024-01-03 12:30:00,device_73,791.0,0
2024-01-03 12:45:00,device_79,1105.32,1
2024-01-03 13:00:00,device_32,452.48,0
2024-01-03 13:15:00,device_91,1406.38,1
2024-01-03 13:30:00,device_75,366.83,0
2024-01-03 13:45:00,device_8,1090.37,0
2024-01-03 14:00:00,device_11,535.96,1
2024-01-03 14:15:00,device_65,1460.27,0
2024-01-03 14:30:00,device_80,1678.1,1
2024-01-03 14:45:00,device_54,1439.58,0
2024-01-03 15:00:00,device_58,1087.24,0
2024-01-03 15:15:00,device_69,1827.16,1
2024-01-03 15:30:00,device_1,197.97,0
2024-01-03 15:45:00,device_15,635.53,0
2024-01-03 16:00:00,device_11,1972.22,1
2024-01-03 16:15:00,device_66,1847.73,1
2024-01-03 16:30:00,device_100,898.86,1
2024-01-03 16:45:00,device_46,611.38,1
2024-01-03 17:00:00,device_15,1469.59,0
2024-01-03 17:15:00,device_16,1815.51,0
2024-01-03 17:30:00,device_36,1298.89,1
2024-01-03 17:45:00,device_52,148.46,1
2024-01-03 18:00:00,device_6,1063.38,0
2024-01-03 18:15:00,device_31,706.53,0
2024-01-03 18:30:00,device_18,1082.29,1
2024-01-03 18:45:00,device_82,1524.3,1
2024-01-03 19:00:00,device_27,1499.57,0
2024-01-03 19:15:00,device_65,1821.88,1
2024-01-03 19:30:00,device_55,747.88,0
2024-01-03 19:45:00,device_24,1841.33,1
2024-01-03 20:00:00,device_9,1132.05,1
2024-01-03 20:15:00,device_71,1255.93,1
2024-01-03 20:30:00,device_17,1062.4,1
2024-01-03 20:45:00,device_56,431.92,0
2024-01-03 21:00:00,device_61,419.69,0
2024-01-03 21:15:00,device_86,934.89,1
2024-01-03 21:30:00,device_30,681.96,0
2024-01-03 21:45:00,device_73,1527.61,0
2024-01-03 22:00:00,device_22,746.75,1
2024-01-03 22:15:00,device_3,653.02,0
2024-01-03 22:30:00,device_92,1022.15,1
2024-01-03 22:45:00,device_5,998.05,1
2024-01-03 23:00:00,device_37,12.71,0
2024-01-03 23:15:00,device_46,359.15,0
2024-01-03 23:30:00,device_43,1191.08,0
2024-01-03 23:45:00,device_63,1619.21,1
2024-01-04 00:00:00,device_96,1518.88,1
2024-01-04 00:15:00,device_93,1801.09,1
2024-01-04 00:30:00,device_52,1331.21,0
2024-01-04 00:45:00,device_6,1514.21,1
2024-01-04 01:00:00,device_1,1010.08,0
2024-01-04 01:15:00,device_19,944.49,0
2024-01-04 01:30:00,device_46,1636.15,1
2024-01-04 01:45:00,device_33,1538.33,1
2024-01-04 02:00:00,device_77,1433.4,1
2024-01-04 02:15:00,device_66,550.31,1
2024-01-04 02:30:00,device_40,1087.55,1
2024-01-04 02:45:00,device_65,1178.06,0
2024-01-04 03:00:00,device_58,1954.33,0
2024-01-04 03:15:00,device_72,143.89,0
2024-01-04 03:30:00,device_39,1199.18,1
2024-01-04 03:45:00,device_24,1340.6,0
2024-01-04 04:00:00,device_57,702.61,1
2024-01-04 04:15:00,device_28,1790.38,1
2024-01-04 04:30:00,device_44,1451.59,0
2024-01-04 04:45:00,device_21,54.08,0
2024-01-04 05:00:00,device_26,781.62,0
2024-01-04 05:15:00,device_51,1577.95,0
2024-01-04 05:30:00,device_20,1857.66,0
2024-01-04 05:45:00,device_65,367.85,1
2024-01-04 06:00:00,device_68,805.87,0
2024-01-04 06:15:00,device_36,68.41,0
2024-01-04 06:30:00,device_39,771.47,0
2024-01-04 06:45:00,device_69,443.76,0
2024-01-04 07:00:00,device_45,1211.94,0
2024-01-04 07:15:00,device_12,1290.4,1
2024-01-04 07:30:00,device_68,652.91,0
2024-01-04 07:45:00,device_57,1624.26,0
2024-01-04 08:00:00,device_55,53.04,1
2024-01-04 08:15:00,device_15,488.94,0
2024-01-04 08:30:00,device_32,1851.09,1
2024-01-04 08:45:00,device_92,207.67,1
2024-01-04 09:00:00,device_45,750.81,0
2024-01-04 09:15:00,device_58,622.48,0
2024-01-04 09:30:00,device_16,258.94,0
2024-01-04 09:45:00,device_99,1409.07,0
2024-01-04 10:00:00,device_4,1938.25,0
2024-01-04 10:15:00,device_25,1068.4,0
2024-01-04 10:30:00,device_9,1467.4,0
2024-01-04 10:45:00,device_53,1481.24,0
2024-01-04 11:00:00,device_100,1464.22,1
2024-01-04 11:15:00,device_48,148.96,0
2024-01-04 11:30:00,device_83,1319.58,0
2024-01-04 11:45:00,device_44,1074.35,0
2024-01-04 12:00:00,device_43,827.24,1
2024-01-04 12:15:00,device_73,1710.12,0
2024-01-04 12:30:00,device_61,103.63,0
2024-01-04 12:45:00,device_45,129.94,0
2024-01-04 13:00:00,device_19,383.77,0
2024-01-04 13:15:00,device_24,1746.97,1
2024-01-04 13:30:00,device_5,1505.91,1
2024-01-04 13:45:00,device_11,1441.58,1
2024-01-04 14:00:00,device_78,168.38,0
2024-01-04 14:15:00,device_76,1122.69,0
2024-01-04 14:30:00,device_42,1129.35,0
2024-01-04 14:45:00,device_25,1703.48,1
2024-01-04 15:00:00,device_98,831.1,1
2024-01-04 15:15:00,device_40,1948.47,1
2024-01-04 15:30:00,device_5,1528.48,1
2024-01-04 15:45:00,device_32,18.39,0
2024-01-04 16:00:00,device_96,964.24,0
2024-01-04 16:15:00,device_35,654.59,1
2024-01-04 16:30:00,device_94,776.59,1
2024-01-04 16:45:00,device_33,117.76,0
2024-01-04 17:00:00,device_100,1248.25,0
2024-01-04 17:15:00,device_8,1061.09,0
2024-01-04 17:30:00,device_98,1119.09,0
2024-01-04 17:45:00,device_18,879.44,0
2024-01-04 18:00:00,device_8,158.78,0
2024-01-04 18:15:00,device_64,1858.86,0
2024-01-04 18:30:00,device_31,1236.78,0
2024-01-04 18:45:00,device_78,1825.44,1
2024-01-04 19:00:00,device_47,1020.42,1
2024-01-04 19:15:00,device_2,990.14,1
2024-01-04 19:30:00,device_35,298.15,0
2024-01-04 19:45:00,device_52,1379.36,0
2024-01-04 20:00:00,device_79,1118.47,0
2024-01-04 20:15:00,device_73,1550.69,0
2024-01-04 20:30:00,device_24,1822.78,0
2024-01-04 20:45:00,device_57,1965.59,0
2024-01-04 21:00:00,device_32,1225.64,1
2024-01-04 21:15:00,device_7,1344.82,1
2024-01-04 21:30:00,device_47,293.23,1
2024-01-04 21:45:00,device_3,1331.78,0
2024-01-04 22:00:00,device_3,1266.6,1
2024-01-04 22:15:00,device_9,1204.87,0
2024-01-04 22:30:00,device_9,552.15,1
2024-01-04 22:45:00,device_56,380.22,0
2024-01-04 23:00:00,device_76,1584.43,1
2024-01-04 23:15:00,device_70,613.37,0
2024-01-04 23:30:00,device_79,648.13,0
2024-01-04 23:45:00,device_29,1653.79,0
2024-01-05 00:00:00,device_16,1535.09,1
2024-01-05 00:15:00,device_63,1080.48,1
2024-01-05 00:30:00,device_40,477.58,1
2024-01-05 00:45:00,device_11,1068.91,1
2024-01-05 01:00:00,device_12,856.67,1
2024-01-05 01:15:00,device_99,728.85,0
2024-01-05 01:30:00,device_90,1283.73,1
2024-01-05 01:45:00,device_27,693.49,0
2024-01-05 02:00:00,device_28,1492.29,1
2024-01-05 02:15:00,device_9,491.7,0
2024-01-05 02:30:00,device_43,226.99,0
2024-01-05 02:45:00,device_21,1607.27,0
2024-01-05 03:00:00,device_25,1818.58,0
2024-01-05 03:15:00,device_4,1609.56,1
2024-01-05 03:30:00,device_73,361.66,0
2024-01-05 03:45:00,device_53,581.15,0
2024-01-05 04:00:00,device_9,1504.29,1
2024-01-05 04:15:00,device_16,1664.63,0
2024-01-05 04:30:00,device_9,1409.9,0
2024-01-05 04:45:00,device_13,598.31,0
2024-01-05 05:00:00,device_62,580.07,0
2024-01-05 05:15:00,device_7,1015.45,0
2024-01-05 05:30:00,device_11,73.01,0
2024-01-05 05:45:00,device_70,697.26,1
2024-01-05 06:00:00,device_57,1454.41,0
2024-01-05 06:15:00,device_74,1868.5,0
2024-01-05 06:30:00,device_76,377.7,1
2024-01-05 06:45:00,device_95,1018.84,0
2024-01-05 07:00:00,device_23,698.24,0
2024-01-05 07:15:00,device_85,1289.88,0
2024-01-05 07:30:00,device_5,1022.57,1
2024-01-05 07:45:00,device_37,761.23,1
2024-01-05 08:00:00,device_35,1633.3,0
2024-01-05 08:15:00,device_52,772.96,1
2024-01-05 08:30:00,device_34,1774.81,0
2024-01-05 08:45:00,device_94,1011.56,0
2024-01-05 09:00:00,device_79,594.19,1
2024-01-05 09:15:00,device_31,181.19,1
2024-01-05 09:30:00,device_68,1441.15,0
2024-01-05 09:45:00,device_54,1670.31,0
2024-01-05 10:00:00,device_37,396.81,0
2024-01-05 10:15:00,device_1,1508.55,1
2024-01-05 10:30:00,device_57,1169.41,0
2024-01-05 10:45:00,device_72,171.26,0
2024-01-05 11:00:00,device_84,1038.32,1
2024-01-05 11:15:00,device_18,1606.88,0
2024-01-05 11:30:00,device_75,1015.16,0
2024-01-05 11:45:00,device_26,1009.51,1
2024-01-05 12:00:00,device_13,164.94,0
2024-01-05 12:15:00,device_30,343.87,0
2024-01-05 12:30:00,device_12,38.96,0
2024-01-05 12:45:00,device_43,1105.96,0
2024-01-05 13:00:00,device_28,1854.21,1
2024-01-05 13:15:00,device_37,1777.19,1
2024-01-05 13:30:00,device_69,466.38,0
2024-01-05 13:45:00,device_56,952.11,1
2024-01-05 14:00:00,device_64,1656.34,0
2024-01-05 14:15:00,device_7,98.09,1
2024-01-05 14:30:00,device_7,375.35,0
2024-01-05 14:45:00,device_50,1178.37,1
2024-01-05 15:00:00,device_12,1649.12,0
2024-01-05 15:15:00,device_30,1954.44,1
2024-01-05 15:30:00,device_87,1186.09,1
2024-01-05 15:45:00,device_36,396.48,1
2024-01-05 16:00:00,device_72,22.37,1
2024-01-05 16:15:00,device_92,677.03,0
2024-01-05 16:30:00,device_9,1792.54,0
2024-01-05 16:45:00,device_91,1105.57,1
2024-01-05 17:00:00,device_69,82.71,0
2024-01-05 17:15:00,device_83,41.08,0
2024-01-05 17:30:00,device_72,839.19,0
2024-01-05 17:45:00,device_82,1873.66,1
2024-01-05 18:00:00,device_38,590.06,0
2024-01-05 18:15:00,device_42,1540.98,1
2024-01-05 18:30:00,device_32,365.07,0
2024-01-05 18:45:00,device_86,1216.39,0
2024-01-05 19:00:00,device_51,294.01,0
2024-01-05 19:15:00,device_26,1040.74,0
2024-01-05 19:30:00,device_41,1735.94,0
2024-01-05 19:45:00,device_34,1204.61,0
2024-01-05 20:00:00,device_79,534.52,0
2024-01-05 20:15:00,device_4,964.81,1
2024-01-05 20:30:00,device_43,235.45,1
2024-01-05 20:45:00,device_43,1841.0,1
2024-01-05 21:00:00,device_75,1210.81,0
2024-01-05 21:15:00,device_100,823.86,1
2024-01-05 21:30:00,device_4,1504.91,1
2024-01-05 21:45:00,device_28,1209.53,0
2024-01-05 22:00:00,device_59,1073.73,1
2024-01-05 22:15:00,device_36,1020.5,0
2024-01-05 22:30:00,device_34,172.01,0
2024-01-05 22:45:00,device_93,917.73,1
2024-01-05 23:00:00,device_83,1026.07,1
2024-01-05 23:15:00,device_32,757.52,1
2024-01-05 23:30:00,device_46,700.48,0
2024-01-05 23:45:00,device_34,146.15,0
2024-01-06 00:00:00,device_82,190.93,0
2024-01-06 00:15:00,device_79,1592.86,1
2024-01-06 00:30:00,device_31,1007.95,1
2024-01-06 00:45:00,device_70,777.58,0
2024-01-06 01:00:00,device_38,1299.98,1
2024-01-06 01:15:00,device_46,1227.59,1
2024-01-06 01:30:00,device_90,1100.76,1
2024-01-06 01:45:00,device_91,31.21,1
2024-01-06 02:00:00,device_96,891.47,0
2024-01-06 02:15:00,device_17,374.82,0
2024-01-06 02:30:00,device_25,1413.1,1
2024-01-06 02:45:00,device_80,408.37,1
2024-01-06 03:00:00,device_11,889.61,0
2024-01-06 03:15:00,device_82,1821.23,0
2024-01-06 03:30:00,device_25,1852.93,1
2024-01-06 03:45:00,device_79,1340.92,0
2024-01-06 04:00:00,device_96,15.42,0
2024-01-06 04:15:00,device_16,1856.51,0
2024-01-06 04:30:00,device_76,1140.33,1
2024-01-06 04:45:00,device_80,218.64,0
2024-01-06 05:00:00,device_61,1990.71,1
2024-01-06 05:15:00,device_31,348.22,0
2024-01-06 05:30:00,device_15,662.26,1
2024-01-06 05:45:00,device_45,1804.04,1
2024-01-06 06:00:00,device_9,1150.0,0
2024-01-06 06:15:00,device_24,202.69,0
2024-01-06 06:30:00,device_74,469.85,1
2024-01-06 06:45:00,device_38,1941.02,0
2024-01-06 07:00:00,device_36,1018.31,0
2024-01-06 07:15:00,device_70,1788.39,0
2024-01-06 07:30:00,device_69,906.91,1
2024-01-06 07:45:00,device_88,704.87,0
2024-01-06 08:00:00,device_72,121.74,1
2024-01-06 08:15:00,device_24,1602.69,1
2024-01-06 08:30:00,device_62,1007.66,0
2024-01-06 08:45:00,device_74,1153.19,0
2024-01-06 09:00:00,device_2,937.03,1
2024-01-06 09:15:00,device_82,1605.56,0
2024-01-06 09:30:00,device_37,1770.62,0
2024-01-06 09:45:00,device_16,210.91,1
2024-01-06 10:00:00,device_23,1612.64,0
2024-01-06 10:15:00,device_3,1772.35,0
2024-01-06 10:30:00,device_57,1970.61,1
2024-01-06 10:45:00,device_73,927.66,0
2024-01-06 11:00:00,device_45,1219.31,0
2024-01-06 11:15:00,device_28,617.76,1
2024-01-06 11:30:00,device_47,1112.04,0
2024-01-06 11:45:00,device_38,679.56,0
2024-01-06 12:00:00,device_72,1516.75,1
2024-01-06 12:15:00,device_4,427.97,1
2024-01-06 12:30:00,device_80,189.98,0
2024-01-06 12:45:00,device_80,1576.08,0
2024-01-06 13:00:00,device_71,1852.14,1
2024-01-06 13:15:00,device_21,176.7,1
2024-01-06 13:30:00,device_22,796.47,0
2024-01-06 13:45:00,device_7,400.13,1
2024-01-06 14:00:00,device_57,373.23,0
2024-01-06 14:15:00,device_11,1669.86,0
2024-01-06 14:30:00,device_32,1055.96,1
2024-01-06 14:45:00,device_24,1353.95,0
2024-01-06 15:00:00,device_72,179.91,0
2024-01-06 15:15:00,device_75,984.84,1
2024-01-06 15:30:00,device_15,1440.12,1
2024-01-06 15:45:00,device_51,199.67,0
2024-01-06 16:00:00,device_92,1910.52,0
2024-01-06 16:15:00,device_70,1131.05,0
2024-01-06 16:30:00,device_42,1877.05,0
2024-01-06 16:45:00,device_99,42.22,1
2024-01-06 17:00:00,device_12,1416.1,1
2024-01-06 17:15:00,device_47,694.36,1
2024-01-06 17:30:00,device_60,1289.08,1
2024-01-06 17:45:00,device_23,1547.78,1
2024-01-06 18:00:00,device_79,443.43,0
2024-01-06 18:15:00,device_78,443.43,1
2024-01-06 18:30:00,device_9,639.01,1
2024-01-06 18:45:00,device_18,567.53,1
2024-01-06 19:00:00,device_24,322.29,1
2024-01-06 19:15:00,device_3,1162.56,0
2024-01-06 19:30:00,device_57,1020.44,0
2024-01-06 19:45:00,device_31,210.78,0
2024-01-06 20:00:00,device_73,797.95,1
2024-01-06 20:15:00,device_17,448.09,1
2024-01-06 20:30:00,device_42,152.24,1
2024-01-06 20:45:00,device_59,705.92,0
2024-01-06 21:00:00,device_71,732.53,1
2024-01-06 21:15:00,device_12,414.44,0
2024-01-06 21:30:00,device_46,92.61,1
2024-01-06 21:45:00,device_9,1893.89,0
2024-01-06 22:00:00,device_28,780.34,1
2024-01-06 22:15:00,device_21,1059.73,0
2024-01-06 22:30:00,device_82,1736.44,0
2024-01-06 22:45:00,device_84,1454.2,1
2024-01-06 23:00:00,device_26,1319.23,1
2024-01-06 23:15:00,device_6,647.97,1
2024-01-06 23:30:00,device_27,958.04,1
2024-01-06 23:45:00,device_98,1314.5,1
2024-01-07 00:00:00,device_19,1598.93,1
2024-01-07 00:15:00,device_25,1060.51,1
2024-01-07 00:30:00,device_27,1402.43,1
2024-01-07 00:45:00,device_75,1656.79,0
2024-01-07 01:00:00,device_41,1102.63,0
2024-01-07 01:15:00,device_95,1511.1,0
2024-01-07 01:30:00,device_77,1283.64,0
2024-01-07 01:45:00,device_2,1114.05,0
2024-01-07 02:00:00,device_2,1078.08,0
2024-01-07 02:15:00,device_95,10.21,1
2024-01-07 02:30:00,device_69,331.03,0
2024-01-07 02:45:00,device_37,22.05,1
2024-01-07 03:00:00,device_29,588.18,1
2024-01-07 03:15:00,device_19,988.88,1
2024-01-07 03:30:00,device_17,1404.8,0
2024-01-07 03:45:00,device_9,1006.87,1
