timestamp,room_id,temperature,humidity,weather_condition
2024-01-01 22:30:00,room_1,17.98,52.9,Cloudy
2024-01-01 22:45:00,room_0,10.52,75.13,Rainy
2024-01-01 23:00:00,room_0,16.22,54.79,Windy
2024-01-01 23:15:00,room_1,7.71,63.77,Humid
2024-01-01 23:30:00,room_2,7.36,53.97,Cloudy
2024-01-01 23:45:00,room_0,19.08,43.32,Windy
2024-01-02 00:00:00,room_1,10.86,72.63,Humid
2024-01-02 00:15:00,room_2,6.71,43.62,Rainy
2024-01-02 00:30:00,room_0,11.45,71.89,Humid
2024-01-02 00:45:00,room_4,13.13,85.67,Humid
2024-01-02 01:00:00,room_0,9.98,44.93,Rainy
2024-01-02 01:15:00,room_1,14.7,85.0,Rainy
2024-01-02 01:30:00,room_0,7.9,75.38,Windy
2024-01-02 01:45:00,room_3,11.04,72.6,Cloudy
2024-01-02 02:00:00,room_3,5.76,84.7,Cloudy
2024-01-02 02:15:00,room_0,18.98,78.48,Rainy
2024-01-02 02:30:00,room_0,9.88,81.22,Sunny
2024-01-02 02:45:00,room_0,14.22,81.16,Sunny
2024-01-02 03:00:00,room_1,9.6,85.29,Sunny
2024-01-02 03:15:00,room_2,19.2,53.28,Humid
2024-01-02 03:30:00,room_4,12.72,87.41,Windy
2024-01-02 03:45:00,room_3,8.26,58.56,Windy
2024-01-02 04:00:00,room_4,19.1,54.94,Rainy
2024-01-02 04:15:00,room_0,15.22,49.74,Cloudy
2024-01-02 04:30:00,room_3,13.06,43.63,Cloudy
2024-01-02 04:45:00,room_4,9.31,70.77,Windy
2024-01-02 05:00:00,room_2,17.04,48.63,Rainy
2024-01-02 05:15:00,room_0,6.2,48.84,Rainy
2024-01-02 05:30:00,room_2,9.98,73.09,Cloudy
2024-01-02 05:45:00,room_2,5.47,65.96,Humid
2024-01-02 06:00:00,room_0,12.1,63.68,Windy
2024-01-02 06:15:00,room_2,13.43,80.36,Rainy
2024-01-02 06:30:00,room_2,16.64,40.3,Cloudy
2024-01-02 06:45:00,room_3,14.04,76.75,Rainy
2024-01-02 07:00:00,room_4,12.87,86.23,Sunny
2024-01-02 07:15:00,room_4,14.08,65.88,Cloudy
2024-01-02 07:30:00,room_3,16.21,45.41,Humid
2024-01-02 07:45:00,room_2,15.43,68.8,Rainy
2024-01-02 08:00:00,room_2,12.55,72.78,Windy
2024-01-02 08:15:00,room_0,11.66,85.75,Cloudy
2024-01-02 08:30:00,room_3,15.11,63.76,Rainy
2024-01-02 08:45:00,room_1,18.93,89.17,Windy
2024-01-02 09:00:00,room_2,10.93,88.2,Rainy
2024-01-02 09:15:00,room_0,16.49,76.58,Humid
2024-01-02 09:30:00,room_3,15.22,65.05,Windy
2024-01-02 09:45:00,room_3,11.21,44.05,Rainy
2024-01-02 10:00:00,room_1,7.49,82.01,Sunny
2024-01-02 10:15:00,room_0,11.18,47.49,Rainy
2024-01-02 10:30:00,room_1,12.99,59.94,Rainy
2024-01-02 10:45:00,room_1,11.33,75.37,Humid
2024-01-02 11:00:00,room_3,19.04,61.05,Windy
2024-01-02 11:15:00,room_0,12.4,88.35,Sunny
2024-01-02 11:30:00,room_1,12.29,48.72,Sunny
2024-01-02 11:45:00,room_4,12.78,57.97,Cloudy
2024-01-02 12:00:00,room_0,10.11,43.13,Cloudy
2024-01-02 12:15:00,room_1,7.6,83.18,Sunny
2024-01-02 12:30:00,room_4,16.2,59.26,Rainy
2024-01-02 12:45:00,room_4,19.8,58.34,Humid
2024-01-02 13:00:00,room_3,15.17,53.62,Sunny
2024-01-02 13:15:00,room_2,6.31,72.43,Sunny
2024-01-02 13:30:00,room_4,9.42,84.1,Rainy
2024-01-02 13:45:00,room_2,7.74,64.36,Humid
2024-01-02 14:00:00,room_4,6.95,83.37,Windy
2024-01-02 14:15:00,room_0,17.52,86.11,Humid
2024-01-02 14:30:00,room_1,13.84,51.5,Cloudy
2024-01-02 14:45:00,room_2,12.89,46.78,Rainy
2024-01-02 15:00:00,room_2,17.72,83.63,Humid
2024-01-02 15:15:00,room_3,9.69,49.83,Humid
2024-01-02 15:30:00,room_4,8.78,56.83,Cloudy
2024-01-02 15:45:00,room_2,6.31,44.17,Cloudy
2024-01-02 16:00:00,room_1,13.68,76.03,Sunny
2024-01-02 16:15:00,room_2,9.77,58.07,Sunny
2024-01-02 16:30:00,room_4,5.58,88.7,Rainy
2024-01-02 16:45:00,room_4,8.9,86.05,Humid
2024-01-02 17:00:00,room_0,7.7,64.29,Rainy
2024-01-02 17:15:00,room_4,13.94,72.47,Sunny
2024-01-02 17:30:00,room_3,13.3,52.44,Sunny
2024-01-02 17:45:00,room_3,12.04,49.04,Rainy
2024-01-02 18:00:00,room_1,13.6,72.01,Cloudy
2024-01-02 18:15:00,room_3,12.16,56.32,Cloudy
2024-01-02 18:30:00,room_4,11.49,68.38,Cloudy
2024-01-02 18:45:00,room_4,7.78,53.38,Rainy
2024-01-02 19:00:00,room_1,19.38,74.24,Humid
2024-01-02 19:15:00,room_3,16.84,85.17,Sunny
2024-01-02 19:30:00,room_4,8.93,85.78,Sunny
2024-01-02 19:45:00,room_4,6.56,63.17,Rainy
2024-01-02 20:00:00,room_1,17.24,78.39,Cloudy
2024-01-02 20:15:00,room_4,10.45,49.11,Humid
2024-01-02 20:30:00,room_0,5.74,77.17,Humid
2024-01-02 20:45:00,room_2,8.82,65.3,Sunny
2024-01-02 21:00:00,room_4,15.73,57.43,Rainy
2024-01-02 21:15:00,room_3,15.09,63.48,Rainy
2024-01-02 21:30:00,room_4,13.1,66.1,Sunny
2024-01-02 21:45:00,room_0,7.41,86.23,Rainy
2024-01-02 22:00:00,room_1,7.91,78.82,Humid
2024-01-02 22:15:00,room_1,16.1,56.0,Sunny
2024-01-02 22:30:00,room_3,16.9,50.89,Humid
2024-01-02 22:45:00,room_2,19.89,84.18,Rainy
2024-01-02 23:00:00,room_0,18.23,54.08,Windy
2024-01-02 23:15:00,room_3,13.32,46.91,Humid
2024-01-02 23:30:00,room_2,11.97,70.68,Humid
2024-01-02 23:45:00,room_3,9.08,82.43,Rainy
2024-01-03 00:00:00,room_2,13.54,66.26,Humid
2024-01-03 00:15:00,room_1,19.89,89.5,Humid
2024-01-03 00:30:00,room_2,16.43,67.76,Windy
2024-01-03 00:45:00,room_3,13.79,58.39,Sunny
2024-01-03 01:00:00,room_3,18.51,44.1,Humid
2024-01-03 01:15:00,room_2,16.89,71.6,Sunny
2024-01-03 01:30:00,room_2,16.29,53.69,Sunny
2024-01-03 01:45:00,room_2,13.94,75.79,Windy
2024-01-03 02:00:00,room_4,10.74,87.1,Rainy
2024-01-03 02:15:00,room_3,7.86,53.45,Sunny
2024-01-03 02:30:00,room_0,18.38,87.21,Rainy
2024-01-03 02:45:00,room_4,12.82,85.3,Rainy
2024-01-03 03:00:00,room_3,5.55,40.02,Cloudy
2024-01-03 03:15:00,room_0,6.73,72.03,Windy
2024-01-03 03:30:00,room_4,7.96,62.53,Humid
2024-01-03 03:45:00,room_2,17.3,78.51,Rainy
2024-01-03 04:00:00,room_1,17.02,42.44,Humid
2024-01-03 04:15:00,room_1,17.32,82.87,Windy
2024-01-03 04:30:00,room_3,16.53,46.45,Humid
2024-01-03 04:45:00,room_4,5.84,53.25,Sunny
2024-01-03 05:00:00,room_2,14.99,89.92,Rainy
2024-01-03 05:15:00,room_4,11.88,73.21,Windy
2024-01-03 05:30:00,room_0,15.09,75.57,Sunny
2024-01-03 05:45:00,room_4,15.41,89.24,Windy
2024-01-03 06:00:00,room_2,11.76,71.6,Humid
2024-01-03 06:15:00,room_1,15.74,51.09,Rainy
2024-01-03 06:30:00,room_1,10.65,52.33,Humid
2024-01-03 06:45:00,room_3,18.4,87.81,Cloudy
2024-01-03 07:00:00,room_0,10.94,68.12,Windy
2024-01-03 07:15:00,room_0,16.95,88.36,Windy
2024-01-03 07:30:00,room_3,18.37,62.55,Windy
2024-01-03 07:45:00,room_4,16.49,54.09,Windy
2024-01-03 08:00:00,room_3,10.7,40.27,Rainy
2024-01-03 08:15:00,room_3,15.69,69.68,Rainy
2024-01-03 08:30:00,room_2,5.68,53.85,Windy
2024-01-03 08:45:00,room_0,7.66,52.4,Rainy
2024-01-03 09:00:00,room_2,7.61,67.36,Cloudy
2024-01-03 09:15:00,room_0,19.93,80.68,Sunny
2024-01-03 09:30:00,room_2,9.97,88.75,Sunny
2024-01-03 09:45:00,room_0,15.23,53.32,Sunny
2024-01-03 10:00:00,room_1,8.18,71.41,Sunny
2024-01-03 10:15:00,room_4,12.89,62.17,Windy
2024-01-03 10:30:00,room_2,19.19,73.65,Sunny
2024-01-03 10:45:00,room_3,18.43,84.53,Humid
2024-01-03 11:00:00,room_3,5.01,63.38,Cloudy
2024-01-03 11:15:00,room_4,9.54,47.82,Windy
2024-01-03 11:30:00,room_4,18.5,83.64,Cloudy
2024-01-03 11:45:00,room_1,7.69,71.87,Sunny
2024-01-03 12:00:00,room_1,19.33,83.62,Rainy
2024-01-03 12:15:00,room_4,19.47,84.68,Windy
2024-01-03 12:30:00,room_1,12.78,40.97,Rainy
2024-01-03 12:45:00,room_3,7.85,65.15,Humid
2024-01-03 13:00:00,room_1,5.01,68.13,Sunny
2024-01-03 13:15:00,room_0,14.58,47.11,Rainy
2024-01-03 13:30:00,room_0,11.04,55.19,Windy
2024-01-03 13:45:00,room_3,5.7,74.6,Humid
2024-01-03 14:00:00,room_1,9.58,48.42,Rainy
2024-01-03 14:15:00,room_0,18.5,48.73,Windy
2024-01-03 14:30:00,room_4,13.69,57.64,Cloudy
2024-01-03 14:45:00,room_2,17.67,53.85,Humid
2024-01-03 15:00:00,room_3,6.48,60.49,Rainy
2024-01-03 15:15:00,room_2,13.05,68.4,Cloudy
2024-01-03 15:30:00,room_1,12.52,41.29,Rainy
2024-01-03 15:45:00,room_0,12.54,75.58,Humid
2024-01-03 16:00:00,room_1,5.1,61.47,Humid
2024-01-03 16:15:00,room_1,7.37,87.89,Rainy
2024-01-03 16:30:00,room_2,9.9,42.42,Sunny
2024-01-03 16:45:00,room_3,7.33,51.96,Sunny
2024-01-03 17:00:00,room_3,17.8,67.74,Windy
2024-01-03 17:15:00,room_3,14.71,51.47,Sunny
2024-01-03 17:30:00,room_2,8.06,55.84,Cloudy
2024-01-03 17:45:00,room_3,17.88,62.87,Cloudy
2024-01-03 18:00:00,room_0,6.31,68.08,Rainy
2024-01-03 18:15:00,room_4,12.22,57.67,Humid
2024-01-03 18:30:00,room_3,14.82,62.05,Sunny
2024-01-03 18:45:00,room_2,7.47,75.72,Cloudy
2024-01-03 19:00:00,room_2,18.56,79.52,Cloudy
2024-01-03 19:15:00,room_3,16.19,75.3,Humid
2024-01-03 19:30:00,room_3,13.46,51.2,Windy
2024-01-03 19:45:00,room_1,11.03,69.53,Rainy
2024-01-03 20:00:00,room_2,11.59,60.31,Rainy
2024-01-03 20:15:00,room_2,13.92,47.24,Sunny
2024-01-03 20:30:00,room_2,15.11,61.0,Cloudy
2024-01-03 20:45:00,room_2,5.96,46.84,Humid
2024-01-03 21:00:00,room_0,5.98,40.5,Cloudy
2024-01-03 21:15:00,room_0,5.36,64.53,Humid
2024-01-03 21:30:00,room_2,16.92,71.84,Humid
2024-01-03 21:45:00,room_4,13.69,49.46,Rainy
2024-01-03 22:00:00,room_4,19.04,65.84,Cloudy
2024-01-03 22:15:00,room_4,9.21,74.13,Rainy
2024-01-03 22:30:00,room_2,5.67,84.47,Sunny
2024-01-03 22:45:00,room_4,7.44,46.41,Rainy
2024-01-03 23:00:00,room_2,8.51,84.61,Sunny
2024-01-03 23:15:00,room_3,11.73,86.96,Sunny
2024-01-03 23:30:00,room_1,19.25,70.57,Rainy
2024-01-03 23:45:00,room_1,17.64,77.11,Humid
2024-01-04 00:00:00,room_4,15.5,74.54,Rainy
2024-01-04 00:15:00,room_3,14.85,80.96,Cloudy
2024-01-04 00:30:00,room_1,9.38,86.06,Sunny
2024-01-04 00:45:00,room_2,14.07,50.36,Windy
2024-01-04 01:00:00,room_3,18.71,89.05,Rainy
2024-01-04 01:15:00,room_0,13.11,45.85,Rainy
2024-01-04 01:30:00,room_4,6.81,81.73,Windy
2024-01-04 01:45:00,room_2,9.95,84.09,Rainy
2024-01-04 02:00:00,room_2,15.66,54.76,Sunny
2024-01-04 02:15:00,room_1,7.76,66.56,Sunny
2024-01-04 02:30:00,room_2,12.18,81.18,Humid
2024-01-04 02:45:00,room_2,5.73,56.94,Humid
2024-01-04 03:00:00,room_3,13.59,71.23,Cloudy
2024-01-04 03:15:00,room_1,8.31,57.14,Rainy
2024-01-04 03:30:00,room_0,17.1,82.31,Sunny
2024-01-04 03:45:00,room_2,15.46,66.53,Humid
2024-01-04 04:00:00,room_0,9.18,41.33,Windy
2024-01-04 04:15:00,room_3,11.77,59.02,Cloudy
2024-01-04 04:30:00,room_2,18.61,79.64,Cloudy
2024-01-04 04:45:00,room_1,8.47,61.35,Humid
2024-01-04 05:00:00,room_2,5.95,61.05,Cloudy
2024-01-04 05:15:00,room_0,17.97,58.83,Humid
2024-01-04 05:30:00,room_2,6.82,78.34,Windy
2024-01-04 05:45:00,room_1,13.31,52.63,Windy
2024-01-04 06:00:00,room_4,18.39,77.47,Sunny
2024-01-04 06:15:00,room_0,11.95,56.32,Rainy
2024-01-04 06:30:00,room_2,12.26,55.75,Cloudy
2024-01-04 06:45:00,room_0,6.08,88.17,Cloudy
2024-01-04 07:00:00,room_2,15.9,65.54,Rainy
2024-01-04 07:15:00,room_1,19.5,44.27,Sunny
2024-01-04 07:30:00,room_4,12.39,58.37,Cloudy
2024-01-04 07:45:00,room_1,17.25,81.39,Cloudy
2024-01-04 08:00:00,room_4,17.05,53.63,Sunny
2024-01-04 08:15:00,room_3,5.57,89.04,Windy
2024-01-04 08:30:00,room_3,14.43,43.64,Humid
2024-01-04 08:45:00,room_3,14.47,71.38,Cloudy
2024-01-04 09:00:00,room_3,8.94,79.86,Cloudy
2024-01-04 09:15:00,room_4,10.99,75.64,Rainy
2024-01-04 09:30:00,room_2,17.69,63.02,Rainy
2024-01-04 09:45:00,room_2,18.27,56.86,Sunny
2024-01-04 10:00:00,room_3,8.27,73.62,Windy
2024-01-04 10:15:00,room_2,9.06,83.84,Windy
2024-01-04 10:30:00,room_4,15.37,80.6,Cloudy
2024-01-04 10:45:00,room_3,17.82,84.62,Cloudy
2024-01-04 11:00:00,room_4,15.8,55.22,Rainy
2024-01-04 11:15:00,room_1,19.99,81.81,Humid
2024-01-04 11:30:00,room_1,7.03,82.59,Windy
2024-01-04 11:45:00,room_1,9.06,68.23,Humid
2024-01-04 12:00:00,room_0,12.08,40.47,Cloudy
2024-01-04 12:15:00,room_2,5.61,68.82,Cloudy
2024-01-04 12:30:00,room_3,10.23,87.74,Windy
2024-01-04 12:45:00,room_2,11.61,61.16,Sunny
2024-01-04 13:00:00,room_3,18.68,58.72,Cloudy
2024-01-04 13:15:00,room_2,15.82,87.81,Windy
2024-01-04 13:30:00,room_1,6.8,63.99,Sunny
2024-01-04 13:45:00,room_0,12.26,73.57,Rainy
2024-01-04 14:00:00,room_0,13.74,86.27,Humid
2024-01-04 14:15:00,room_4,5.94,73.76,Windy
2024-01-04 14:30:00,room_4,11.95,88.2,Rainy
2024-01-04 14:45:00,room_2,19.88,41.35,Cloudy
2024-01-04 15:00:00,room_4,15.32,68.45,Cloudy
2024-01-04 15:15:00,room_3,16.3,87.4,Rainy
2024-01-04 15:30:00,room_2,7.09,70.74,Windy
2024-01-04 15:45:00,room_0,13.7,66.03,Humid
2024-01-04 16:00:00,room_0,6.64,64.57,Rainy
2024-01-04 16:15:00,room_0,7.86,51.43,Sunny
2024-01-04 16:30:00,room_1,8.33,79.56,Cloudy
2024-01-04 16:45:00,room_4,8.61,70.25,Windy
2024-01-04 17:00:00,room_2,18.58,49.68,Humid
2024-01-04 17:15:00,room_3,17.66,44.18,Windy
2024-01-04 17:30:00,room_0,8.58,75.58,Rainy
2024-01-04 17:45:00,room_1,18.38,74.02,Windy
2024-01-04 18:00:00,room_4,6.11,87.31,Sunny
2024-01-04 18:15:00,room_4,13.3,50.34,Humid
2024-01-04 18:30:00,room_1,7.42,83.48,Humid
2024-01-04 18:45:00,room_2,10.4,60.19,Cloudy
2024-01-04 19:00:00,room_4,8.91,80.98,Sunny
2024-01-04 19:15:00,room_0,17.07,51.19,Sunny
2024-01-04 19:30:00,room_1,7.89,46.35,Sunny
2024-01-04 19:45:00,room_1,7.89,61.79,Cloudy
2024-01-04 20:00:00,room_1,17.46,65.85,Windy
2024-01-04 20:15:00,room_1,19.19,72.63,Sunny
2024-01-04 20:30:00,room_4,9.18,44.82,Sunny
2024-01-04 20:45:00,room_0,8.85,79.26,Humid
2024-01-04 21:00:00,room_4,6.65,55.29,Rainy
2024-01-04 21:15:00,room_1,9.29,88.2,Rainy
2024-01-04 21:30:00,room_2,5.21,51.35,Cloudy
2024-01-04 21:45:00,room_2,11.17,81.18,Rainy
2024-01-04 22:00:00,room_0,9.62,43.09,Cloudy
2024-01-04 22:15:00,room_0,10.34,44.45,Humid
2024-01-04 22:30:00,room_0,12.82,54.73,Sunny
2024-01-04 22:45:00,room_4,17.96,57.51,Rainy
2024-01-04 23:00:00,room_0,18.1,63.24,Windy
2024-01-04 23:15:00,room_1,11.1,43.63,Humid
2024-01-04 23:30:00,room_2,9.87,87.87,Rainy
2024-01-04 23:45:00,room_4,7.3,68.03,Sunny
2024-01-05 00:00:00,room_3,8.49,62.48,Rainy
2024-01-05 00:15:00,room_3,5.56,48.34,Windy
2024-01-05 00:30:00,room_4,12.62,40.22,Rainy
2024-01-05 00:45:00,room_3,14.6,83.22,Windy
2024-01-05 01:00:00,room_4,13.94,58.02,Windy
2024-01-05 01:15:00,room_3,10.38,70.52,Humid
2024-01-05 01:30:00,room_0,10.08,41.01,Windy
2024-01-05 01:45:00,room_3,9.06,49.04,Humid
2024-01-05 02:00:00,room_0,5.21,46.3,Windy
2024-01-05 02:15:00,room_4,13.11,88.88,Rainy
2024-01-05 02:30:00,room_3,7.3,58.42,Humid
2024-01-05 02:45:00,room_1,17.17,50.78,Rainy
2024-01-05 03:00:00,room_2,8.75,73.25,Rainy
2024-01-05 03:15:00,room_4,15.08,44.06,Sunny
2024-01-05 03:30:00,room_4,8.45,87.21,Cloudy
2024-01-05 03:45:00,room_2,5.67,75.48,Sunny
2024-01-05 04:00:00,room_0,5.65,87.31,Rainy
2024-01-05 04:15:00,room_2,8.32,68.12,Humid
2024-01-05 04:30:00,room_4,10.72,89.39,Sunny
2024-01-05 04:45:00,room_3,19.54,82.11,Windy
2024-01-05 05:00:00,room_4,5.3,65.38,Humid
2024-01-05 05:15:00,room_4,8.07,81.83,Sunny
2024-01-05 05:30:00,room_0,12.42,79.79,Humid
2024-01-05 05:45:00,room_3,7.81,79.21,Windy
2024-01-05 06:00:00,room_0,11.23,44.82,Rainy
2024-01-05 06:15:00,room_2,6.62,81.64,Sunny
2024-01-05 06:30:00,room_0,13.1,64.4,Windy
2024-01-05 06:45:00,room_0,8.38,68.58,Sunny
2024-01-05 07:00:00,room_1,12.84,40.3,Cloudy
2024-01-05 07:15:00,room_3,10.39,76.18,Sunny
2024-01-05 07:30:00,room_4,15.56,60.17,Rainy
2024-01-05 07:45:00,room_1,10.11,62.88,Cloudy
2024-01-05 08:00:00,room_4,11.88,80.04,Humid
2024-01-05 08:15:00,room_1,13.0,86.79,Humid
2024-01-05 08:30:00,room_4,17.13,54.53,Rainy
2024-01-05 08:45:00,room_3,19.97,57.71,Sunny
2024-01-05 09:00:00,room_2,7.14,65.13,Sunny
2024-01-05 09:15:00,room_0,10.42,72.05,Cloudy
2024-01-05 09:30:00,room_2,16.85,58.01,Cloudy
2024-01-05 09:45:00,room_3,15.85,60.43,Cloudy
2024-01-05 10:00:00,room_1,12.39,67.76,Humid
2024-01-05 10:15:00,room_0,10.83,71.86,Humid
2024-01-05 10:30:00,room_3,10.89,58.28,Cloudy
2024-01-05 10:45:00,room_3,5.56,40.68,Sunny
2024-01-05 11:00:00,room_4,13.81,73.46,Cloudy
2024-01-05 11:15:00,room_1,15.21,68.27,Rainy
2024-01-05 11:30:00,room_4,16.2,83.08,Cloudy
2024-01-05 11:45:00,room_2,11.51,77.37,Humid
2024-01-05 12:00:00,room_4,9.28,83.53,Cloudy
2024-01-05 12:15:00,room_4,19.02,76.09,Sunny
2024-01-05 12:30:00,room_4,17.19,80.97,Windy
2024-01-05 12:45:00,room_2,16.76,43.69,Windy
2024-01-05 13:00:00,room_3,18.45,71.93,Sunny
2024-01-05 13:15:00,room_4,16.84,67.26,Humid
2024-01-05 13:30:00,room_4,11.82,76.68,Rainy
2024-01-05 13:45:00,room_3,12.85,42.58,Humid
2024-01-05 14:00:00,room_0,5.95,62.83,Rainy
2024-01-05 14:15:00,room_4,12.05,70.7,Rainy
2024-01-05 14:30:00,room_2,6.25,77.61,Cloudy
2024-01-05 14:45:00,room_4,11.89,46.64,Cloudy
2024-01-05 15:00:00,room_3,19.91,52.36,Humid
2024-01-05 15:15:00,room_0,17.09,60.96,Cloudy
2024-01-05 15:30:00,room_2,5.62,85.76,Rainy
2024-01-05 15:45:00,room_0,8.79,67.63,Cloudy
2024-01-05 16:00:00,room_4,16.65,69.04,Sunny
2024-01-05 16:15:00,room_1,11.24,72.26,Humid
2024-01-05 16:30:00,room_0,9.93,83.07,Cloudy
2024-01-05 16:45:00,room_1,11.62,87.0,Rainy
2024-01-05 17:00:00,room_0,7.04,68.03,Sunny
2024-01-05 17:15:00,room_2,10.03,64.07,Windy
2024-01-05 17:30:00,room_3,11.67,61.06,Sunny
2024-01-05 17:45:00,room_2,14.9,59.75,Windy
2024-01-05 18:00:00,room_3,6.52,86.56,Windy
2024-01-05 18:15:00,room_1,17.29,55.05,Sunny
2024-01-05 18:30:00,room_2,9.89,66.15,Rainy
2024-01-05 18:45:00,room_0,19.87,72.5,Windy
2024-01-05 19:00:00,room_4,13.69,47.22,Windy
2024-01-05 19:15:00,room_0,11.84,52.67,Windy
2024-01-05 19:30:00,room_4,14.29,47.37,Cloudy
2024-01-05 19:45:00,room_1,18.32,79.08,Sunny
2024-01-05 20:00:00,room_1,10.01,61.27,Humid
2024-01-05 20:15:00,room_2,10.08,76.72,Sunny
2024-01-05 20:30:00,room_1,8.02,50.32,Cloudy
